Tiempo	energiaX	EnergiaY	energiaZ	last_valX	last_valY	last_valZ
111	0	0	1	508	509	609
112	0	0	1	508	508	609
113	0	0	1	508	509	609
114	0	0	1	508	509	609
115	0	0	1	508	509	609
116	0	0	1	508	509	609
117	0	0	1	508	509	609
118	0	0	1	508	509	609
119	0	0	1	508	509	609
120	0	0	1	508	509	610
121	0	0	1	508	508	608
122	0	0	1	508	508	609
123	0	0	1	508	509	609
124	0	0	1	508	509	610
125	0	0	1	508	508	609
126	0	0	1	508	508	609
127	0	0	1	508	508	609
128	0	0	1	508	509	609
129	0	0	1	508	508	609
130	0	0	1	508	508	608
131	0	0	1	508	508	609
132	0	0	1	508	509	610
133	0	0	1	508	509	610
134	0	0	1	508	509	608
135	0	0	1	508	509	610
136	0	0	1	508	509	608
137	0	0	1	508	509	607
138	0	0	1	508	509	608
139	0	0	1	508	509	611
140	0	0	1	508	508	611
141	0	0	1	508	509	608
142	0	0	1	508	509	608
143	0	0	1	508	509	609
144	0	0	1	508	509	611
145	0	0	1	508	508	609
146	0	0	1	508	509	608
147	0	0	1	508	509	608
148	0	0	1	508	509	610
149	0	0	1	508	509	610
150	0	0	1	508	509	608
151	0	0	1	509	509	608
152	0	0	1	508	509	609
153	0	0	1	508	508	610
154	0	0	1	508	509	609
155	0	0	1	508	509	607
156	0	0	1	508	509	610
157	0	0	1	508	508	610
158	0	0	1	508	509	609
159	0	0	1	508	509	608
160	0	0	1	508	508	608
161	0	0	1	508	509	610
162	0	0	1	508	509	610
163	0	0	1	508	509	608
164	0	0	1	508	509	609
165	0	0	1	508	509	610
166	0	0	1	508	508	609
167	0	0	1	508	509	608
168	0	0	1	508	509	608
169	0	0	1	508	509	609
170	0	0	1	508	509	610
171	0	0	1	508	509	609
172	0	0	1	508	508	608
173	0	0	1	508	509	609
174	0	0	1	508	509	609
175	0	0	1	508	509	610
176	0	0	1	508	509	609
177	0	0	1	508	509	608
178	0	0	1	508	509	609
179	0	0	1	508	509	610
180	0	0	1	508	509	609
181	0	0	1	508	509	608
182	0	0	1	508	509	609
183	0	0	1	508	509	610
184	0	0	1	508	509	610
185	0	0	1	508	509	609
186	0	0	1	508	509	608
187	0	0	1	508	509	610
188	0	0	1	508	508	610
189	0	0	1	474	489	603
190	0	0	1	509	520	603
191	0	0	1	513	518	616
192	0	0	1	510	478	592
193	0	0	1	485	501	612
194	0	0	1	519	515	602
195	0	0	1	501	497	620
196	0	0	1	504	490	608
197	0	0	1	525	516	612
198	0	0	1	530	481	648
199	0	0	1	509	517	612
200	0	0	1	473	489	603
201	0	0	1	497	513	639
202	0	0	1	526	508	611
203	0	0	1	523	502	626
204	0	0	1	513	523	608
205	0	0	1	507	525	618
206	0	0	1	526	512	621
207	0	0	1	524	521	619
208	0	0	1	522	510	609
209	0	0	1	524	505	611
210	0	0	1	516	525	587
211	0	0	1	509	497	593
212	0	0	1	494	497	611
213	0	0	1	518	506	602
214	0	0	1	523	502	608
215	0	0	1	525	506	604
216	0	0	1	516	512	607
217	0	0	1	523	503	598
218	0	0	1	527	497	614
219	0	0	1	520	507	609
220	0	0	1	531	498	618
221	0	0	1	507	494	623
222	0	0	1	512	508	608
223	0	0	1	530	505	609
224	0	0	1	522	506	607
225	0	0	1	530	508	605
226	0	0	1	518	508	602
227	0	0	1	506	495	600
228	0	0	1	512	505	606
229	0	0	1	515	507	607
230	0	0	1	518	507	603
231	0	0	1	514	510	609
232	0	0	1	514	512	608
233	0	0	1	525	515	605
234	0	0	1	526	512	609
235	0	0	1	531	512	609
236	0	0	1	519	509	603
237	0	0	1	530	517	611
238	0	0	1	521	515	608
239	0	0	1	522	514	603
240	0	0	1	524	513	609
241	0	0	1	524	519	597
242	0	0	1	535	510	611
243	0	0	1	524	519	607
244	0	0	1	527	519	604
245	0	0	1	532	515	609
246	0	0	1	532	513	603
247	0	0	1	520	522	603
248	0	0	1	522	522	612
249	0	0	1	533	518	610
250	0	0	1	508	520	606
251	0	0	1	529	521	609
252	0	0	1	525	528	609
253	0	0	1	518	530	608
254	0	0	1	523	520	602
255	0	0	1	527	525	585
256	0	0	1	517	520	606
257	0	0	1	511	525	620
258	0	0	1	519	535	601
259	0	0	1	536	527	610
260	0	0	1	519	515	612
261	0	0	1	516	538	615
262	0	0	1	532	529	595
263	0	0	1	499	526	598
264	0	0	1	526	515	615
265	0	0	1	521	506	598
266	0	0	1	509	528	611
267	0	0	1	530	514	611
268	0	0	1	538	507	615
269	0	0	1	525	522	607
270	0	0	1	511	523	611
271	0	0	1	522	509	607
272	0	0	1	517	515	607
273	0	0	1	511	508	600
274	0	0	1	524	503	610
275	0	0	1	518	503	611
276	0	0	1	532	503	608
277	0	0	1	523	515	608
278	0	0	1	518	509	609
279	0	0	1	535	502	623
280	0	0	1	528	505	609
281	0	0	1	511	506	611
282	0	0	1	526	516	606
283	0	0	1	527	511	606
284	0	0	1	523	510	610
285	0	0	1	534	532	620
286	0	0	1	516	518	608
287	0	0	1	521	516	604
288	0	0	1	520	516	608
289	0	0	1	520	515	619
290	0	0	1	499	507	603
291	0	0	1	518	513	602
292	0	0	1	509	509	607
293	0	0	1	501	521	609
294	0	0	1	501	507	604
295	0	0	1	532	518	614
296	0	0	1	506	520	604
297	0	0	1	494	516	608
298	0	0	1	514	525	611
299	0	0	1	504	506	604
300	0	0	1	497	513	613
301	0	0	1	500	527	616
302	0	0	1	526	527	608
303	0	0	1	505	514	609
304	0	0	1	503	502	600
305	0	0	1	518	530	610
306	0	0	1	507	527	621
307	0	0	1	503	533	611
308	0	0	1	516	529	605
309	0	0	1	518	531	607
310	0	0	1	520	525	622
311	0	0	1	509	526	606
312	0	0	1	502	540	594
313	0	0	1	531	525	610
314	0	0	1	512	523	610
315	0	0	1	502	523	602
316	0	0	1	520	536	614
317	0	0	1	526	528	607
318	0	0	1	504	539	603
319	0	0	1	519	527	610
320	0	0	1	518	529	606
321	0	0	1	514	529	617
322	0	0	1	508	530	606
323	0	0	1	523	520	609
324	0	0	1	509	524	603
325	0	0	1	502	536	602
326	0	0	1	521	529	609
327	0	0	1	509	530	613
328	0	0	1	509	526	603
329	0	0	1	521	526	609
330	0	0	1	517	526	608
331	0	0	1	507	529	601
332	0	0	1	515	526	613
333	0	0	1	524	527	610
334	0	0	1	500	536	611
335	0	0	1	529	529	608
336	0	0	1	512	526	607
337	0	0	1	519	527	608
338	0	0	1	503	525	602
339	0	0	1	509	523	609
340	0	0	1	520	526	609
341	0	0	1	508	526	607
342	0	0	1	511	524	608
343	0	0	1	517	529	610
344	0	0	1	514	524	608
345	0	0	1	496	529	606
346	0	0	1	516	523	608
347	0	0	1	512	528	606
348	0	0	1	513	528	608
349	0	0	1	512	527	609
350	0	0	1	510	526	608
351	0	0	1	510	528	607
352	0	0	1	508	525	609
353	0	0	1	516	529	609
354	0	0	1	508	526	607
355	0	0	1	511	523	611
356	0	0	1	512	527	605
357	0	0	1	512	526	608
358	0	0	1	514	527	605
359	0	0	1	513	526	609
360	0	0	1	509	526	606
361	0	0	1	514	528	608
362	0	0	1	516	526	613
363	0	0	1	503	526	608
364	0	0	1	513	525	606
365	0	0	1	516	532	606
366	0	0	1	512	524	610
367	0	0	1	510	524	609
368	0	0	1	517	531	605
369	0	0	1	519	527	610
370	0	0	1	509	527	606
371	0	0	1	507	531	606
372	0	0	1	523	528	612
373	0	0	1	502	529	604
374	0	0	1	513	526	610
375	0	0	1	522	529	612
376	0	0	1	500	532	602
377	0	0	1	515	524	610
378	0	0	1	512	529	609
379	0	0	1	512	529	605
380	0	0	1	511	524	610
381	0	0	1	522	527	609
382	0	0	1	509	528	606
383	0	0	1	515	528	608
384	0	0	1	512	529	608
385	0	0	1	510	527	607
386	0	0	1	518	528	608
387	0	0	1	507	527	607
388	0	0	1	515	532	605
389	0	0	1	517	522	612
390	0	0	1	511	528	610
391	0	0	1	515	529	609
392	0	0	1	512	527	610
393	0	0	1	514	530	607
394	0	0	1	505	524	607
395	0	0	1	517	526	610
396	0	0	1	504	527	604
397	0	0	1	518	526	608
398	0	0	1	512	525	604
399	0	0	1	515	526	607
400	0	0	1	508	529	606
401	0	0	1	513	528	610
402	0	0	1	513	528	609
403	0	0	1	513	528	607
404	0	0	1	519	523	611
405	0	0	1	515	528	607
406	0	0	1	513	527	607
407	0	0	1	512	526	608
408	0	0	1	514	529	607
409	0	0	1	508	527	606
410	0	0	1	511	524	608
411	0	0	1	507	527	608
412	0	0	1	516	533	607
413	0	0	1	515	526	609
414	0	0	1	512	527	607
415	0	0	1	514	529	605
416	0	0	1	509	521	610
417	0	0	1	510	529	610
418	0	0	1	513	527	612
419	0	0	1	514	525	609
420	0	0	1	508	525	606
421	0	0	1	518	528	609
422	0	0	1	508	531	603
423	1	0	2	505	524	611
424	0	0	2	562	505	660
425	0	1	1	558	501	688
426	-1	0	0	551	580	639
427	0	0	0	386	549	509
428	1	0	1	515	516	533
429	0	0	1	575	517	572
430	1	0	1	548	498	609
431	0	0	1	574	500	632
432	0	0	1	528	529	608
433	1	0	1	518	517	612
434	0	0	1	587	517	641
435	0	0	1	508	531	601
436	0	0	1	532	526	611
437	0	0	1	527	514	612
438	1	0	2	543	527	631
439	0	0	1	574	520	710
440	1	1	1	509	513	634
441	-2	0	-1	571	582	616
442	0	0	0	354	541	449
443	1	0	1	503	520	510
444	0	0	1	580	508	595
445	1	0	1	552	506	623
446	0	0	1	568	507	644
447	0	0	1	551	516	634
448	1	0	1	519	530	609
449	0	0	1	560	537	622
450	0	0	1	515	517	607
451	0	0	1	529	546	601
452	0	0	1	516	530	606
453	1	0	1	518	523	617
454	1	0	2	560	532	631
455	0	0	2	612	514	718
456	-2	0	-1	535	501	684
457	0	0	0	361	553	459
458	1	0	1	531	502	519
459	0	0	1	603	500	642
460	1	0	1	540	517	620
461	0	0	1	575	527	638
462	0	0	1	538	514	624
463	0	0	1	556	536	615
464	0	0	1	551	533	611
465	0	0	1	530	524	608
466	0	0	1	532	540	592
467	0	0	1	522	546	591
468	0	0	1	508	514	614
469	0	0	1	519	528	610
470	1	0	2	518	535	618
471	1	0	2	565	515	676
472	1	0	2	596	517	711
473	-2	1	0	616	544	726
474	0	0	-1	363	562	490
475	0	0	0	501	529	465
476	1	0	1	551	505	538
477	1	0	1	581	502	607
478	0	0	1	584	509	636
479	0	0	1	514	523	597
480	0	0	1	555	528	624
481	1	0	1	501	539	585
482	0	0	1	571	517	619
483	0	0	1	538	523	607
484	1	0	1	515	527	598
485	1	0	2	562	525	627
486	0	0	2	585	522	668
487	1	0	2	543	538	692
488	-1	0	-1	569	535	667
489	0	0	0	410	537	422
490	0	0	1	490	484	481
491	1	0	2	558	511	587
492	1	0	1	585	502	653
493	0	0	1	586	517	641
494	1	0	1	532	545	589
495	0	0	1	569	516	610
496	0	0	1	552	527	596
497	0	0	1	534	533	592
498	0	0	1	549	517	618
499	0	0	1	535	523	613
500	0	0	1	520	527	606
501	0	0	1	546	517	632
502	1	0	2	533	530	621
503	0	0	1	593	505	693
504	0	0	0	496	522	626
505	0	0	1	505	524	537
506	0	0	0	546	477	559
507	1	0	1	492	558	494
508	1	0	1	560	505	569
509	1	0	1	634	480	629
510	0	0	1	571	533	592
511	1	0	1	530	515	597
512	0	0	1	606	512	637
513	0	0	1	512	543	576
514	0	0	1	533	533	590
515	0	0	1	541	523	606
516	0	0	1	499	517	603
517	1	0	3	509	536	627
518	1	1	2	636	498	781
519	0	1	1	570	576	729
520	-1	0	0	491	570	586
521	-1	0	-1	456	533	485
522	0	0	1	440	488	439
523	1	0	1	529	506	577
524	0	0	1	598	482	647
525	2	0	1	533	518	603
526	0	0	1	656	527	650
527	0	0	1	537	514	612
528	1	0	1	513	545	578
529	0	0	1	599	522	633
530	0	0	1	506	533	593
531	0	0	1	558	518	631
532	0	0	1	494	536	597
533	1	0	2	533	539	632
534	2	0	3	607	514	731
535	-2	1	0	711	507	789
536	-1	0	0	366	617	555
537	0	0	-1	429	492	474
538	1	0	0	480	494	461
539	1	0	1	565	532	542
540	0	0	1	591	508	611
541	1	0	2	545	519	605
542	0	0	1	633	503	654
543	0	0	1	552	523	621
544	0	0	1	529	532	596
545	0	0	1	553	515	606
546	0	0	1	548	537	601
547	0	0	1	540	511	630
548	2	0	3	513	538	640
549	0	0	3	723	528	793
550	-1	1	2	546	556	777
551	-1	0	-2	435	628	693
552	-1	0	-1	378	555	367
553	0	0	1	444	515	432
554	1	0	2	529	486	560
555	1	0	1	649	468	668
556	1	0	1	559	497	609
557	1	0	1	571	540	614
558	0	0	1	585	504	618
559	1	0	1	494	532	568
560	0	0	1	634	498	640
561	0	0	1	500	535	581
562	0	0	1	557	543	612
563	0	0	1	539	517	619
564	1	0	1	530	519	615
565	1	0	2	589	527	647
566	1	1	3	628	537	725
567	-2	0	0	568	563	777
568	-1	0	-1	320	526	473
569	0	0	0	452	492	405
570	1	0	1	499	496	497
571	1	0	1	631	552	650
572	0	0	1	577	521	634
573	1	0	1	534	546	600
574	0	0	1	604	525	641
575	0	0	1	525	522	589
576	1	0	1	551	548	606
577	0	0	1	576	529	619
578	0	0	1	484	540	587
579	0	0	1	542	530	625
580	0	0	1	528	532	621
581	1	0	2	498	538	619
582	0	0	2	617	513	726
583	0	0	2	551	555	715
584	-1	1	0	540	504	713
585	-2	0	-2	427	597	479
586	-1	1	0	361	521	371
587	2	1	3	412	560	495
588	2	-1	4	710	642	746
589	1	0	3	672	442	862
590	-1	0	0	593	530	751
591	-1	1	-1	388	552	549
592	0	1	0	403	585	377
593	2	0	3	473	580	505
594	1	0	3	658	525	779
595	0	0	1	595	509	773
596	-2	1	-2	552	497	651
597	-1	1	0	308	608	300
598	2	0	3	415	561	526
599	0	1	3	711	534	822
600	0	0	2	528	565	751
601	3	0	3	540	527	715
602	-2	2	2	746	514	822
603	0	0	0	361	672	658
604	1	-1	2	512	506	550
605	1	0	1	586	450	653
606	0	0	1	599	518	600
607	1	0	1	538	547	590
608	0	0	1	589	488	642
609	0	0	1	548	526	584
610	1	0	2	519	548	578
611	0	0	1	598	504	652
612	1	0	2	469	515	623
613	2	0	3	581	536	669
614	1	0	4	670	467	798
615	0	0	1	566	513	845
616	0	1	1	530	507	621
617	1	0	2	507	565	578
618	0	0	1	646	492	661
619	0	0	1	494	498	602
620	1	0	1	514	554	576
621	0	0	1	609	522	637
622	0	0	1	517	498	613
623	0	0	1	510	524	609
624	0	0	1	558	524	626
625	1	0	2	536	511	650
626	-1	0	3	618	499	714
627	-2	1	-2	455	529	767
628	0	0	-1	291	619	290
629	0	0	0	502	474	446
630	1	0	2	491	491	495
631	1	0	2	622	543	680
632	0	0	1	615	501	652
633	1	0	1	536	530	602
634	1	0	1	598	500	638
635	0	0	1	564	535	598
636	1	0	1	503	538	580
637	0	0	1	595	516	630
638	0	0	1	513	513	593
639	1	0	1	520	532	609
640	0	0	2	568	523	649
641	2	0	3	520	517	668
642	1	1	4	706	516	781
643	-3	0	0	580	592	851
644	-1	0	-1	217	538	475
645	0	0	1	454	522	425
646	1	0	1	508	493	564
647	0	0	1	589	509	651
648	1	0	1	545	520	621
649	1	0	1	600	518	648
650	0	0	1	582	509	636
651	1	0	1	526	529	594
652	0	0	1	580	506	629
653	0	0	1	532	522	602
654	1	0	1	489	522	589
655	0	0	1	575	503	647
656	1	0	2	516	519	627
657	2	0	3	566	534	672
658	-1	0	3	698	525	803
659	0	1	0	419	502	749
660	-1	0	-2	472	580	519
661	0	0	-1	415	528	359
662	0	0	1	489	500	450
663	1	0	2	525	494	571
664	0	0	1	621	499	652
665	1	0	1	534	512	600
666	0	0	1	650	539	645
667	0	1	1	542	544	602
668	1	0	2	472	564	583
669	2	0	3	609	496	720
670	-1	1	2	698	506	835
671	-1	0	-1	410	561	730
672	-1	0	-1	381	549	414
673	-1	0	0	394	556	374
674	2	1	3	397	521	519
675	1	0	3	692	583	774
676	1	1	2	632	515	823
677	1	0	2	647	599	729
678	0	0	1	630	497	658
679	1	0	2	518	549	579
680	1	0	1	575	510	659
681	0	0	1	559	526	612
682	1	0	2	475	535	595
683	0	0	2	600	512	663
684	2	0	3	520	535	660
685	2	1	4	668	511	772
686	-2	1	2	713	575	870
687	-3	0	-2	315	570	705
688	-1	0	-1	265	548	298
689	0	0	0	461	521	408
690	1	0	1	503	484	512
691	1	0	1	597	502	648
692	0	0	1	610	519	646
693	1	0	1	537	550	598
694	0	0	1	602	501	645
695	1	0	1	556	544	598
696	0	0	1	564	538	604
697	0	0	1	542	521	609
698	0	0	1	539	542	604
699	0	0	1	533	527	621
0	1	0	2	530	515	638
1	1	0	3	618	545	689
2	1	1	3	630	537	767
3	-2	0	1	574	582	814
4	-1	0	-2	348	550	589
5	-1	0	-1	414	511	354
6	0	0	0	439	472	404
7	2	0	2	494	480	538
8	1	0	1	672	502	676
9	1	0	1	567	524	605
10	1	0	1	619	518	635
11	0	0	1	586	521	602
12	1	0	1	518	535	578
13	1	0	1	592	512	622
14	0	0	1	574	523	613
15	1	0	1	516	529	598
16	0	0	1	567	520	635
17	0	0	1	547	525	610
18	1	0	2	477	551	584
19	1	0	3	582	535	655
20	0	0	2	637	512	751
21	0	1	2	532	529	737
22	-3	1	-2	555	584	716
23	-1	0	-1	248	586	329
24	-1	0	1	374	554	375
25	1	1	3	431	553	574
26	1	0	3	630	619	756
27	2	0	3	638	494	794
28	1	0	3	680	533	766
29	-1	0	1	598	524	782
30	-2	0	-1	447	539	613
31	-1	1	-1	370	541	379
32	1	1	1	406	559	437
33	2	0	3	566	586	639
34	0	0	0	730	480	818
35	-1	1	-1	489	520	520
36	2	0	3	421	568	405
37	2	-1	5	709	492	794
38	0	-1	1	658	430	945
39	0	0	1	534	430	571
40	1	0	1	558	484	595
41	1	0	1	562	500	613
42	0	0	1	614	505	625
43	1	0	1	527	540	563
44	1	0	1	561	516	603
45	0	0	1	600	502	630
46	1	0	1	510	535	572
47	1	0	1	614	547	631
48	1	0	2	562	513	651
49	3	0	4	598	516	672
50	0	1	2	779	489	862
51	0	1	1	476	650	654
52	1	0	2	555	576	640
53	0	0	1	634	518	689
54	1	0	1	544	544	608
55	0	0	1	608	525	645
56	0	0	1	547	513	623
57	1	0	1	543	544	587
58	0	0	1	580	528	621
59	0	0	1	479	526	587
60	1	0	1	548	552	601
61	0	0	1	565	517	631
62	0	0	1	507	525	623
63	1	0	2	554	553	616
64	1	0	3	603	539	689
65	1	0	2	644	506	797
66	1	0	1	610	500	685
67	1	0	1	561	526	642
68	1	0	1	620	537	649
69	0	0	1	576	521	612
70	1	0	1	516	540	578
71	1	0	1	563	533	600
72	0	0	1	572	534	614
73	0	0	1	545	538	585
74	1	0	1	526	522	588
75	0	0	1	568	529	614
76	1	0	1	539	539	594
77	2	0	3	565	525	648
78	1	1	3	718	516	774
79	-1	0	1	571	575	794
80	-1	0	-2	429	515	582
81	0	0	-1	381	528	350
82	0	0	1	484	532	434
83	1	0	1	535	531	577
84	1	0	2	574	519	650
85	1	0	1	601	507	684
86	0	0	1	590	512	646
87	1	0	1	527	541	578
88	0	0	1	609	516	626
89	1	0	1	537	527	598
90	2	0	3	580	514	650
91	-1	0	1	737	513	821
92	-1	0	-2	419	532	612
93	-1	1	-1	426	553	357
94	2	0	3	378	582	375
95	1	0	3	677	522	771
96	1	0	3	648	524	795
97	1	0	2	582	484	756
98	0	0	1	647	535	668
99	-1	1	-1	516	534	633
100	-1	0	-1	387	598	376
101	1	0	1	455	536	428
102	1	0	1	594	509	580
103	1	-1	1	570	472	614
104	1	0	1	617	439	643
105	0	0	0	563	511	561
106	1	0	1	539	530	545
107	1	0	1	563	517	582
108	0	0	1	564	522	582
109	1	0	1	523	532	582
110	0	0	1	588	499	644
111	1	0	2	526	525	615
112	2	0	3	580	544	652
113	0	0	2	719	522	782
114	-1	0	1	519	543	732
115	-1	0	-1	426	547	596
116	-1	0	-1	430	540	402
117	0	0	0	433	476	423
118	2	0	2	499	491	551
119	1	0	1	673	519	715
120	0	0	1	600	530	640
121	1	0	2	518	548	569
122	0	0	1	634	507	658
123	0	0	1	515	535	582
124	1	0	1	516	541	593
125	0	0	1	583	514	645
126	0	0	1	526	547	603
127	1	0	2	501	540	596
128	1	0	1	587	515	657
129	1	0	3	578	540	651
130	0	1	3	644	544	754
131	-3	1	-2	526	627	813
132	-1	0	-1	227	594	337
133	0	-1	0	440	470	402
134	0	0	1	484	464	469
135	2	0	2	515	478	560
136	2	0	2	662	523	687
137	0	0	1	659	514	665
138	1	0	1	530	537	589
139	0	0	1	621	532	651
140	0	0	1	540	522	600
141	1	0	1	482	546	560
142	0	0	1	596	525	628
143	0	1	1	548	519	616
144	0	0	1	474	560	566
145	0	0	2	555	544	632
146	1	0	2	541	537	668
147	2	1	3	562	535	703
148	-2	1	2	659	576	825
149	-2	1	-1	362	629	661
150	0	-1	-1	323	560	395
151	0	0	0	482	459	406
152	0	0	1	509	487	492
153	2	0	2	550	516	623
154	0	0	1	665	468	718
155	1	0	1	516	532	596
156	1	0	1	583	536	637
157	0	0	0	618	494	649
158	0	0	1	488	539	558
159	1	0	1	555	544	597
160	0	0	1	563	536	610
161	0	0	1	490	552	578
162	1	0	1	539	544	611
163	0	0	1	571	513	651
164	2	0	3	510	541	646
165	1	1	4	725	526	800
166	-2	1	-1	624	563	861
167	-1	0	-2	294	613	435
168	0	0	0	405	499	366
169	0	0	1	503	473	480
170	1	0	2	540	528	597
171	1	0	2	605	498	683
172	1	0	1	617	537	662
173	0	0	1	594	530	644
174	0	0	1	543	532	596
175	0	0	1	539	544	573
176	0	0	1	557	551	595
177	0	0	1	527	524	613
178	0	0	1	538	536	600
179	0	0	1	539	547	607
180	0	0	1	535	528	621
181	2	0	2	544	527	649
182	1	0	2	677	542	741
183	1	1	3	564	558	716
184	-2	0	0	633	595	763
185	-1	0	-1	312	534	555
186	0	0	-1	438	508	403
187	0	0	0	480	509	438
188	1	0	2	503	510	539
189	1	0	1	619	532	662
190	1	0	2	570	551	636
191	1	0	1	583	533	662
192	1	0	1	589	523	633
193	0	0	1	590	523	632
194	0	0	1	532	541	594
195	1	0	2	481	538	588
196	1	0	2	581	517	653
197	1	0	2	600	512	719
198	2	1	4	615	554	737
199	-3	0	0	686	560	849
200	-1	0	-2	227	556	480
201	0	0	0	381	528	358
202	1	0	1	487	492	501
203	1	0	2	590	497	628
204	1	0	1	595	497	669
205	1	0	1	599	538	637
206	0	0	1	606	547	621
207	0	0	1	544	535	587
208	0	0	1	533	536	576
209	1	0	1	535	537	603
210	0	0	1	580	521	630
211	0	0	1	497	543	588
212	0	0	1	540	537	625
213	3	0	3	537	533	624
214	1	1	3	758	550	761
215	-3	1	0	578	589	773
216	0	0	-1	243	574	488
217	0	0	0	530	492	453
218	0	0	0	474	490	471
219	1	0	2	470	492	554
220	1	0	2	605	556	680
221	0	1	1	607	514	680
222	1	0	1	500	563	596
223	0	0	1	622	545	637
224	0	0	1	552	532	604
225	1	0	1	486	551	568
226	1	0	2	605	542	634
227	1	0	2	560	533	683
228	2	0	4	638	528	743
229	-3	2	-2	709	548	878
230	0	-1	-1	206	664	293
231	-1	0	0	480	462	437
232	-1	1	1	418	528	468
233	4	0	4	393	578	607
234	1	0	3	854	481	908
235	-2	1	-1	587	526	788
236	0	0	-1	371	574	439
237	1	0	0	475	521	440
238	1	0	1	567	544	501
239	0	0	1	569	519	578
240	1	0	1	531	531	575
241	0	0	1	640	497	637
242	0	0	1	557	536	589
243	1	0	2	544	555	606
244	1	0	2	588	509	666
245	1	0	2	617	540	671
246	0	0	1	586	540	694
247	0	0	0	526	534	590
248	-1	0	-1	490	512	497
249	0	0	0	418	536	406
250	1	0	2	487	541	490
251	1	0	2	627	482	657
252	1	0	1	637	518	662
253	1	0	1	581	529	619
254	1	0	1	597	521	616
255	0	0	1	587	519	601
256	0	0	1	482	515	561
257	0	0	1	547	500	611
258	1	0	1	538	523	584
259	0	0	1	578	516	616
260	0	0	1	551	517	613
261	0	-1	1	502	504	608
262	1	0	2	548	463	643
263	0	0	1	597	524	653
264	0	0	1	549	521	588
265	0	0	1	497	526	611
266	0	0	1	544	507	581
267	0	0	1	545	532	634
268	0	0	1	548	492	588
269	1	0	1	524	511	610
270	0	0	1	563	507	633
271	0	0	1	505	496	587
272	0	0	1	534	505	602
273	0	0	1	509	514	622
274	0	0	1	534	510	587
275	0	0	1	525	505	610
276	0	0	1	512	512	618
277	0	0	1	506	518	602
278	1	0	2	548	536	645
279	0	0	1	561	556	695
280	0	0	1	511	537	579
281	0	0	1	501	510	563
282	0	0	1	515	511	582
283	0	0	1	520	531	626
